Id,Quantità,Totale,IdFattura,IdProdotto,DataFattura,IdCliente,CostoProdotto
19877,5,125.23,635,11,2023-09-16,4313,28.86
19878,1,17.15,776,16,2024-11-11,4404,14.46
19879,2,27.4,602,23,2024-10-16,2451,15.46
19880,3,150.46,713,5,2024-09-18,1713,48.84
19881,4,41.66,272,24,2023-05-15,3243,13.6
19882,7,43.2,158,4,2024-09-03,2643,4.52
19883,8,150.49,683,4,2023-12-01,3346,40.81
19884,1,13.74,401,18,2023-03-21,1380,10.51
19885,2,30.61,131,14,2023-11-12,343,21.97
19886,3,174.56,803,23,2023-10-20,3728,41.33
19887,5,171.77,940,3,2024-12-13,3871,48.55
19888,8,471.99,416,7,2024-06-11,3504,47.7
19889,7,150.1,700,18,2023-07-26,3567,36.0
19890,1,11.66,69,13,2023-04-11,2054,9.08
19891,6,58.99,923,14,2023-01-03,4883,10.1
19892,4,84.92,151,8,2024-03-28,4631,39.06
19893,4,43.61,783,3,2024-09-12,3410,8.25
19894,8,476.26,747,13,2024-11-20,444,42.03
19895,4,109.03,750,15,2024-04-01,3219,29.21
19896,1,1.64,606,26,2024-10-03,1435,1.13
19897,4,175.53,312,17,2024-04-17,2343,45.58
19898,6,178.71,121,23,2023-09-06,3924,30.84
19899,9,30.84,810,4,2024-08-04,2417,11.3
19900,2,26.74,685,6,2024-04-01,2835,14.97
19901,3,50.06,200,19,2024-05-21,3146,28.81
19902,4,15.51,343,14,2024-07-06,1955,6.29
19903,9,2.83,862,22,2024-04-17,930,1.43
19904,9,161.4,330,19,2024-05-26,170,17.19
19905,8,254.84,187,16,2023-02-16,3220,26.31
19906,5,277.59,226,2,2023-03-14,59,42.29
19907,7,34.53,420,12,2024-09-10,2405,3.76
19908,4,35.24,845,17,2023-11-17,3117,9.53
19909,3,26.33,236,14,2024-07-26,4099,21.37
19910,7,155.72,388,7,2023-05-07,861,34.92
19911,8,244.44,656,4,2023-10-11,2664,41.31
19912,5,105.61,465,14,2023-06-16,2989,48.43
19913,1,24.05,710,7,2024-01-26,385,17.48
19914,5,221.1,64,9,2024-12-14,1239,44.06
19915,6,26.99,557,26,2023-11-28,2849,18.05
19916,8,58.42,960,20,2024-09-15,585,21.24
19917,6,230.91,137,15,2023-12-27,364,26.88
19918,7,231.85,499,4,2024-09-25,2481,32.35
19919,7,293.02,150,18,2023-10-08,1850,31.02
19920,9,38.55,764,26,2023-08-15,2782,4.76
19921,3,12.05,965,18,2023-06-07,4757,4.27
19922,2,75.18,883,16,2023-09-12,896,31.99
19923,2,55.07,158,12,2024-09-03,2643,20.39
19924,9,85.12,524,13,2024-02-12,2296,27.96
19925,7,136.7,939,8,2023-07-24,4024,14.69
19926,5,10.67,945,22,2024-09-02,3715,6.59
19927,7,28.08,240,8,2023-01-26,3863,4.9
19928,3,5.25,443,13,2024-11-27,1522,1.24
19929,6,182.13,236,26,2024-07-26,4099,24.32
19930,2,48.46,283,25,2024-04-14,4258,42.86
19931,9,17.45,895,16,2024-06-22,671,4.04
19932,7,32.56,9,12,2024-08-24,4465,28.34
19933,6,422.99,405,16,2023-09-28,115,47.47
19934,3,90.59,326,13,2024-12-23,3875,35.07
19935,2,126.12,261,11,2024-12-26,364,43.75
19936,1,51.13,469,26,2023-04-26,4039,37.92
19937,1,54.87,633,15,2023-03-22,4454,41.43
19938,6,15.32,287,21,2023-02-14,763,4.79
19939,4,41.35,685,17,2024-04-01,2835,28.07
19940,1,50.43,539,9,2024-06-03,4458,35.66
19941,6,251.78,607,13,2023-05-18,1320,39.25
19942,5,44.53,881,26,2023-05-20,4870,13.82
19943,3,14.58,154,26,2024-04-26,1495,5.25
19944,9,201.37,678,9,2023-10-24,1867,42.71
19945,7,86.99,667,14,2024-07-05,636,43.71
19946,8,317.02,818,12,2023-04-23,1430,28.91
19947,2,27.71,969,22,2024-08-12,161,11.08
19948,7,21.15,206,24,2024-02-24,2808,10.07
19949,8,44.68,621,13,2023-03-15,3940,13.88
19950,4,41.01,990,5,2024-11-23,1849,23.91
19951,6,28.79,714,26,2024-03-05,4426,4.24
19952,2,33.14,151,9,2024-03-28,4631,17.12
19953,7,146.34,66,17,2023-04-27,872,30.02
19954,6,12.34,365,5,2023-10-14,1797,2.93
19955,8,216.05,38,13,2024-05-15,1160,22.24
19956,2,5.86,138,15,2023-09-06,3182,2.47
19957,9,218.88,97,26,2023-04-15,3786,26.97
19958,8,188.32,281,23,2024-04-20,3018,38.69
19959,9,66.08,944,13,2024-12-28,1087,8.96
19960,1,8.6,861,17,2024-08-09,1587,6.34
19961,7,60.95,245,2,2024-04-29,1035,9.39
19962,3,73.3,420,18,2024-09-10,2405,21.7
19963,1,45.58,439,9,2024-07-23,2287,41.38
19964,8,250.83,795,12,2023-08-23,459,42.03
19965,1,9.81,848,14,2024-02-13,3716,6.72
19966,2,59.58,384,13,2024-06-15,4085,26.01
19967,3,71.63,429,2,2023-02-07,4454,16.09
19968,9,408.32,464,17,2024-09-22,840,39.73
19969,6,9.05,821,17,2024-12-07,3770,5.61
19970,9,359.3,20,23,2023-06-02,4078,27.87
19971,6,146.62,771,5,2024-01-09,3050,37.03
19972,7,17.24,368,20,2024-11-29,2732,2.75
19973,4,96.61,175,19,2023-06-14,3076,37.6
19974,9,43.51,871,22,2024-02-16,3125,3.33
19975,9,14.17,263,16,2023-06-21,3022,11.38
19976,8,210.03,862,3,2024-04-17,930,23.8
19977,6,48.14,843,15,2024-07-12,1479,17.75
19978,5,25.41,604,13,2023-05-18,2384,10.8
19979,3,135.98,378,1,2023-03-20,2352,41.35
19980,9,88.67,373,2,2024-02-11,740,32.46
19981,9,184.35,897,5,2024-07-02,1365,17.22
19982,3,12.35,972,18,2023-10-31,3284,5.06
19983,3,108.54,749,24,2023-10-02,4854,33.85
19984,7,74.56,386,25,2024-11-26,3499,42.31
19985,1,9.03,6,3,2023-01-20,650,7.57
19986,5,70.4,272,20,2023-05-15,3243,47.04
19987,4,170.73,499,3,2024-09-25,2481,47.5
19988,8,290.96,711,1,2024-09-08,3392,47.51
19989,1,58.68,884,11,2024-02-10,1921,45.2
19990,9,325.8,639,11,2024-11-10,2572,48.2
19991,6,97.48,405,5,2023-09-28,115,27.46
19992,1,20.69,296,13,2024-09-12,2126,14.43
19993,8,172.95,627,15,2024-12-01,237,22.36
19994,1,9.78,604,7,2023-05-18,2384,8.23
19995,9,234.88,719,10,2023-02-20,1383,28.4
19996,1,2.07,893,1,2023-06-16,1230,1.47
19997,7,302.42,715,20,2024-08-28,2940,40.53
19998,2,38.7,275,19,2024-01-11,4450,25.82
19999,1,37.69,944,20,2024-12-28,1087,28.32
20000,7,70.41,254,25,2023-03-07,1841,16.85
20001,4,66.92,173,13,2023-10-26,3992,21.63
20002,4,143.15,266,15,2023-12-29,4158,43.12
20003,2,93.65,871,11,2024-02-16,3125,47.63
20004,9,210.05,774,19,2023-03-23,3524,28.94
20005,4,130.69,48,17,2024-05-01,2006,24.38
20006,2,73.71,138,15,2023-09-06,3182,25.71
20007,4,69.67,620,22,2024-06-22,2023,47.51
20008,5,113.05,954,10,2024-11-16,3373,28.42
20009,5,238.23,737,15,2024-03-12,4136,48.22
20010,4,58.41,944,5,2024-12-28,1087,17.17
20011,1,63.4,388,10,2023-05-07,861,44.93
20012,1,10.45,850,20,2023-05-06,2717,7.63
20013,3,9.27,800,17,2024-08-02,3747,3.0
20014,1,40.26,813,19,2024-11-05,1391,28.5
20015,3,137.56,2,11,2023-07-02,5001,32.63
20016,4,238.18,148,10,2023-05-21,106,46.53
20017,2,30.37,454,5,2024-08-25,2436,13.78
20018,8,248.05,495,18,2024-11-25,4661,25.36
20019,7,75.55,181,17,2023-09-27,1620,18.55
20020,6,353.77,878,24,2024-12-05,1167,41.28
20021,3,60.96,706,17,2024-05-27,643,14.71
20022,5,99.97,307,8,2024-11-26,4672,32.97
20023,7,98.21,282,9,2024-05-30,4598,37.86
20024,4,19.75,41,20,2024-02-12,496,15.13
20025,4,59.05,362,26,2024-05-30,2191,36.86
20026,9,63.38,914,12,2023-11-25,1720,15.42
20027,9,238.94,503,6,2023-09-06,4718,41.9
20028,6,113.94,176,26,2023-05-20,1731,32.81
20029,9,110.39,351,22,2023-11-16,3443,10.28
20030,6,31.41,642,6,2023-05-01,1481,5.35
20031,6,214.4,468,16,2024-01-08,2793,42.9
20032,3,93.41,25,25,2023-07-28,789,45.27
20033,2,74.61,52,4,2023-09-07,2733,45.26
20034,1,44.64,184,11,2024-07-20,290,36.94
20035,1,52.2,527,8,2023-05-19,781,44.78
20036,2,84.03,974,16,2024-01-07,1935,40.2
20037,9,161.31,449,10,2024-12-01,2862,15.56
20038,1,28.86,840,12,2023-06-14,823,20.68
20039,9,474.16,142,13,2024-01-11,2171,47.12
20040,5,39.68,487,18,2023-09-23,3687,17.26
20041,7,163.86,523,15,2024-10-21,3499,38.68
20042,3,109.88,145,23,2024-08-10,2321,27.54
20043,5,268.73,175,16,2023-06-14,3076,37.69
20044,1,34.86,654,23,2023-04-16,4022,27.09
20045,6,39.33,508,22,2024-01-28,3383,18.12
20046,4,94.29,519,19,2023-07-09,3106,48.47
20047,7,387.22,585,6,2024-11-21,3420,38.69
20048,2,6.69,301,23,2024-05-17,4079,5.15
20049,3,28.63,926,4,2024-07-01,2815,13.12
20050,2,30.58,952,4,2023-11-03,631,20.62
20051,8,127.87,268,14,2024-11-24,2925,43.8
20052,3,21.35,645,2,2024-09-03,219,9.58
20053,5,64.52,798,5,2024-12-13,3807,12.87
20054,5,103.66,240,22,2023-01-26,3863,22.77
20055,4,25.19,846,15,2023-02-20,1701,14.69
20056,9,52.37,500,1,2023-03-08,248,19.61
20057,1,46.52,745,20,2024-06-24,4988,39.91
20058,2,49.24,345,12,2023-06-19,3313,28.27
20059,6,122.17,966,5,2023-01-31,1103,43.23
20060,6,241.9,265,22,2024-01-27,554,33.11
20061,5,74.7,713,6,2024-09-18,1713,15.69
20062,8,28.13,214,4,2023-02-24,2265,2.82
20063,7,107.57,926,9,2024-07-01,2815,40.19
20064,6,211.98,601,13,2024-05-19,1938,39.7
20065,2,59.53,824,20,2023-10-22,3812,44.64
20066,3,12.59,799,19,2023-05-18,3905,4.79
20067,5,62.22,830,5,2024-07-09,4033,21.98
20068,2,96.51,902,25,2023-05-05,3971,49.27
20069,4,42.66,140,26,2024-04-21,911,13.44
20070,4,1.61,17,17,2023-07-31,1972,1.3
20071,2,18.25,241,16,2023-05-19,4404,6.18
20072,9,137.17,93,2,2023-04-26,4102,12.32
20073,2,69.99,825,8,2023-05-28,2457,35.83
20074,2,50.53,157,25,2023-07-01,618,42.76
20075,3,73.06,723,24,2023-03-06,868,26.32
20076,2,53.33,648,16,2023-07-25,1781,42.58
20077,7,153.62,321,2,2023-01-05,476,19.62
20078,5,290.21,118,18,2023-08-09,4517,43.8
20079,9,240.97,639,3,2024-11-10,2572,18.87
20080,3,42.4,239,2,2023-12-21,4437,35.33
20081,4,119.68,481,25,2024-10-08,3623,41.6
20082,9,82.98,366,7,2024-11-12,1829,43.78
20083,1,9.48,833,14,2023-07-03,3528,8.36
20084,9,208.93,526,20,2023-02-01,1311,33.6
20085,5,97.8,606,2,2024-10-03,1435,13.34
20086,7,52.51,247,11,2024-10-23,3901,39.85
20087,9,115.12,720,6,2024-05-11,3648,31.41
20088,2,60.43,999,18,2024-02-08,793,21.66
20089,1,41.53,619,19,2024-05-28,55,32.92
20090,7,140.44,943,14,2024-01-17,2201,17.74
20091,9,59.66,57,12,2024-11-13,2534,20.82
20092,6,86.34,336,11,2023-08-12,66,10.63
20093,1,3.23,90,20,2024-03-17,1536,2.78
20094,9,161.79,996,12,2024-09-07,3084,20.46
20095,4,260.29,97,16,2023-04-15,3786,48.87
20096,3,33.09,497,16,2023-10-09,1960,16.88
20097,9,17.48,364,3,2024-10-24,1363,14.84
20098,4,231.62,150,25,2023-10-08,1850,49.32
20099,6,235.19,294,20,2023-07-04,3350,42.05
20100,3,54.77,896,16,2024-06-10,2465,14.35
20101,7,166.83,682,6,2024-01-19,2089,33.72
20102,8,82.1,713,18,2024-09-18,1713,16.54
20103,8,8.45,777,14,2023-04-19,821,1.28
20104,2,54.96,567,15,2023-12-19,4350,20.01
20105,3,24.46,9,20,2024-08-24,4465,20.14
20106,3,115.83,528,4,2024-11-18,3713,25.97
20107,9,60.82,379,25,2023-02-13,1918,39.87
20108,6,314.56,277,20,2023-08-16,3384,41.35
20109,7,33.95,599,8,2024-04-17,3205,5.55
20110,8,45.59,538,21,2023-06-09,188,6.62
20111,9,342.56,485,17,2023-02-07,2076,49.38
20112,6,260.36,196,4,2024-03-27,156,29.84
20113,6,31.64,21,17,2024-08-25,3848,20.03
20114,1,64.02,892,11,2023-05-23,3292,49.18
20115,8,73.16,307,19,2024-11-26,4672,32.75
20116,6,65.93,189,4,2024-09-23,1809,17.39
20117,1,9.95,525,19,2024-12-19,2449,6.67
20118,9,308.33,553,9,2024-10-31,3868,28.86
20119,2,5.13,541,24,2023-10-17,2319,3.98
20120,2,95.82,786,25,2024-10-05,1121,42.81
20121,3,26.03,624,19,2023-11-01,84,10.68
20122,6,117.62,163,18,2024-07-18,2546,15.67
20123,5,181.66,33,1,2024-02-20,766,37.74
20124,4,58.35,852,15,2023-04-06,700,11.06
20125,7,223.12,179,2,2024-06-04,2962,28.23
20126,3,38.84,521,18,2024-02-20,844,22.65
20127,9,203.81,207,18,2024-12-21,2933,19.07
20128,6,74.19,706,13,2024-05-27,643,21.55
20129,7,17.99,544,24,2024-09-06,2744,7.77
20130,7,369.47,673,7,2024-11-06,3753,44.62
20131,6,3.49,771,17,2024-01-09,3050,2.92
20132,5,213.78,889,18,2024-09-16,2166,33.4
20133,9,274.21,417,12,2024-06-12,3969,28.03
20134,7,344.5,65,12,2024-12-18,3804,48.8
20135,2,137.65,119,14,2024-06-10,3312,46.47
20136,4,78.68,678,20,2023-10-24,1867,37.69
20137,8,152.98,578,8,2023-03-05,920,46.74
20138,9,106.3,895,13,2024-06-22,671,25.96
20139,8,152.61,495,15,2024-11-25,4661,34.93
20140,6,277.06,192,23,2024-04-06,2578,44.22
20141,6,88.24,582,6,2023-09-24,4251,29.62
20142,6,204.98,428,14,2024-04-02,144,31.0
20143,8,464.61,615,10,2023-11-17,1002,41.13
20144,6,76.11,320,4,2024-11-18,3269,26.94
20145,2,89.88,373,12,2024-02-11,740,43.32
20146,5,74.0,820,8,2024-02-01,3356,15.3
20147,3,84.12,14,23,2023-04-20,4283,43.47
20148,9,16.93,898,5,2023-04-06,2245,3.7
20149,4,88.01,224,17,2024-05-01,4346,44.32
20150,3,108.85,60,18,2023-02-03,2044,31.84
20151,4,51.82,332,21,2024-12-04,3257,30.44
20152,4,32.98,453,25,2023-09-29,1916,22.57
20153,5,174.5,558,12,2024-03-09,1406,26.53
20154,7,96.39,564,21,2023-02-21,803,9.67
20155,8,22.56,336,9,2023-08-12,66,10.55
20156,7,153.21,114,9,2024-09-03,4095,22.97
20157,2,42.94,974,2,2024-01-07,1935,17.38
20158,1,34.52,891,24,2024-06-11,3893,24.96
20159,4,130.02,933,19,2024-12-05,1702,27.57
20160,9,3.31,894,24,2024-03-21,3728,2.84
20161,1,54.24,354,10,2024-11-03,1976,38.99
20162,6,225.68,100,24,2023-06-30,3648,28.82
20163,9,178.45,639,21,2024-11-10,2572,25.52
20164,7,77.46,273,5,2023-02-11,4334,44.84
20165,4,113.8,618,7,2024-06-07,4957,38.56
20166,4,38.93,516,2,2024-12-22,4813,6.61
20167,7,6.83,741,24,2024-05-09,2660,1.37
20168,7,48.5,86,13,2024-09-08,2572,26.0
20169,4,213.21,738,11,2023-10-30,3421,36.61
20170,7,409.53,501,8,2024-06-06,745,40.48
20171,8,267.07,582,26,2023-09-24,4251,29.87
20172,2,35.29,952,17,2023-11-03,631,13.12
20173,7,141.9,714,2,2024-03-05,4426,25.89
20174,4,30.06,369,12,2023-04-06,294,5.08
20175,9,60.93,462,14,2023-01-28,2864,11.5
20176,5,131.42,549,25,2023-08-02,154,23.31
20177,7,267.97,784,15,2023-08-01,4541,29.46
20178,6,255.39,223,12,2023-04-13,711,46.2
20179,1,20.67,989,21,2023-12-06,4835,17.55
20180,6,156.84,327,16,2023-02-23,1368,18.03
20181,5,149.14,681,25,2023-06-05,2011,27.77
20182,8,329.12,558,13,2024-03-09,1406,30.44
20183,3,66.63,314,6,2024-08-04,227,40.5
20184,6,40.65,288,22,2024-07-31,4449,26.6
20185,4,230.91,734,23,2024-06-05,2391,47.22
20186,3,10.86,725,9,2024-04-09,3931,2.49
20187,2,52.36,664,17,2023-04-17,4470,24.66
20188,6,107.15,518,19,2023-01-28,4932,46.53
20189,9,353.08,900,23,2023-09-03,2520,36.74
20190,7,84.59,572,16,2024-03-25,2846,38.79
20191,2,64.1,955,14,2024-04-30,1082,29.7
20192,1,25.62,715,3,2024-08-28,2940,18.85
20193,9,77.5,570,11,2023-06-08,3987,5.92
20194,2,80.26,651,18,2024-12-11,4403,49.68
20195,3,80.88,690,12,2023-02-08,2785,31.82
20196,6,92.39,20,3,2023-06-02,4078,24.78
20197,3,100.29,577,3,2023-08-06,4798,30.9
20198,6,152.96,376,5,2023-04-20,3669,46.01
20199,3,121.44,402,2,2024-12-22,1467,30.78
20200,2,127.98,990,26,2024-11-23,1849,47.56
20201,7,66.48,419,10,2024-11-26,2772,45.71
20202,3,18.77,455,1,2023-03-24,603,11.25
20203,3,153.49,778,11,2024-09-01,2460,39.45
20204,6,340.4,875,26,2023-08-08,4688,41.64
20205,9,241.15,158,6,2024-09-03,2643,26.2
20206,2,13.22,498,5,2023-04-12,1570,6.64
20207,6,170.01,362,2,2024-05-30,2191,32.27
20208,1,50.46,563,10,2023-04-04,2,38.28
20209,6,104.62,837,1,2023-05-19,133,30.8
20210,2,98.6,714,13,2024-03-05,4426,34.93
20211,8,254.25,74,16,2023-05-08,2069,46.7
20212,8,32.43,618,16,2024-06-07,4957,5.09
20213,4,52.28,617,2,2024-11-07,970,42.29
20214,8,211.37,124,16,2024-01-02,4391,27.29
20215,5,124.56,288,9,2024-07-31,4449,19.07
20216,8,150.33,679,25,2024-05-01,1421,47.21
20217,7,204.96,208,24,2024-08-29,635,36.17
20218,4,12.88,834,20,2024-09-21,2437,4.72
20219,5,59.63,800,7,2024-08-02,3747,43.24
20220,2,31.63,237,8,2024-06-04,3119,14.71
20221,5,363.84,901,6,2024-05-24,2528,49.85
20222,4,36.87,279,11,2023-04-22,1125,8.11
20223,4,64.65,298,19,2023-10-22,345,26.65
20224,1,61.36,120,10,2024-12-23,2526,46.35
20225,8,92.85,11,10,2024-03-28,1605,14.17
20226,3,57.07,115,15,2023-02-08,3066,21.71
20227,9,75.34,725,13,2024-04-09,3931,9.47
20228,3,53.92,729,25,2024-01-20,307,16.54
20229,5,77.99,643,5,2024-01-20,3394,14.29
20230,5,63.4,72,12,2023-08-12,4308,9.91
20231,2,30.39,598,9,2023-05-03,3775,10.2
20232,1,41.74,798,9,2024-12-13,3807,33.05
20233,9,346.05,879,23,2024-06-24,782,27.76
20234,9,186.33,670,10,2024-10-03,2109,22.63
20235,9,224.23,90,13,2024-03-17,1536,17.63
20236,5,96.53,113,1,2024-08-03,3692,41.81
20237,5,87.4,335,21,2023-06-29,3404,13.9
20238,7,20.95,982,1,2023-08-26,3786,2.01
20239,6,314.64,189,18,2024-09-23,1809,38.41
20240,8,408.89,606,10,2024-10-03,1435,49.06
20241,8,10.55,997,3,2024-01-05,2302,8.94
20242,9,128.05,639,7,2024-11-10,2572,19.07
20243,8,146.92,603,18,2024-02-23,584,47.97
20244,2,83.2,266,6,2023-12-29,4158,42.78
20245,4,96.51,533,10,2024-11-24,2765,18.34
20246,8,70.47,8,4,2024-05-25,4735,6.12
20247,3,68.72,336,22,2023-08-12,66,30.32
20248,4,134.95,687,18,2024-12-02,1747,22.93
20249,4,15.02,691,10,2024-11-19,4028,4.55
20250,3,50.53,792,24,2024-07-13,1601,44.68
20251,5,166.55,41,24,2024-02-12,496,47.15
20252,9,224.41,454,9,2024-08-25,2436,19.93
20253,7,81.03,949,5,2023-02-10,177,39.18
20254,3,21.71,66,23,2023-04-27,872,14.79
20255,3,46.73,835,13,2023-12-19,1117,17.87
20256,4,159.98,952,19,2023-11-03,631,43.03
20257,4,88.67,53,15,2024-07-29,4672,44.67
20258,6,309.97,250,12,2024-07-18,3742,40.34
20259,3,69.99,269,2,2024-03-28,1324,26.15
20260,1,36.21,336,4,2023-08-12,66,30.73
20261,5,44.51,789,10,2023-06-23,2498,11.55
20262,2,23.66,707,25,2023-12-26,3637,16.93
20263,4,101.07,432,21,2023-04-27,4310,31.16
20264,6,31.02,529,3,2024-08-13,1529,14.35
20265,8,33.22,219,25,2023-03-21,3907,3.61
20266,6,79.11,348,4,2024-11-28,3759,10.33
20267,4,281.07,991,17,2023-08-15,5009,48.13
20268,7,40.68,980,13,2024-04-15,1419,4.61
20269,6,174.6,200,23,2024-05-21,3146,25.95
20270,9,103.93,900,18,2023-09-03,2520,14.4
20271,6,289.45,478,1,2023-03-05,3407,47.65
20272,6,232.3,465,22,2023-06-16,2989,38.95
20273,1,52.51,559,25,2024-10-11,2417,46.44
20274,9,335.91,76,4,2024-01-12,4914,29.01
20275,3,52.33,371,18,2024-01-07,150,17.44
20276,4,158.83,602,24,2024-10-16,2451,42.69
20277,1,40.14,104,15,2024-01-06,2666,29.22
20278,8,212.42,519,16,2023-07-09,3106,29.8
20279,9,95.72,44,16,2024-12-08,4761,15.56
20280,8,119.24,282,21,2024-05-30,4598,32.24
20281,9,32.66,172,8,2024-08-21,2262,3.98
20282,1,15.26,773,14,2024-08-24,2936,11.53
20283,2,4.9,931,14,2024-10-29,4684,3.52
20284,5,53.29,462,22,2023-01-28,2864,8.55
20285,9,68.71,485,22,2023-02-07,2076,9.95
20286,2,92.59,961,2,2024-01-26,3950,38.25
20287,2,86.34,860,23,2024-03-30,4748,33.55
20288,6,37.98,174,23,2023-06-05,460,16.49
20289,9,280.14,210,7,2024-10-04,4266,48.53
20290,4,150.09,231,7,2023-02-11,3626,46.66
20291,7,9.54,177,9,2023-03-16,3859,7.95
20292,2,20.85,35,16,2023-01-21,2416,14.67
20293,2,102.73,632,10,2024-12-11,2505,34.86
20294,9,447.57,245,7,2024-04-29,1035,38.56
20295,7,236.51,218,16,2024-11-15,3870,44.71
20296,9,362.78,167,1,2024-10-25,3760,34.42
20297,6,79.69,609,26,2023-12-08,714,20.98
20298,5,76.5,874,21,2024-06-01,2163,16.3
20299,8,216.62,303,25,2023-01-23,2419,22.72
20300,1,9.93,112,2,2023-10-10,1350,8.03
20301,9,169.87,508,20,2024-01-28,3383,27.27
20302,8,60.99,554,22,2023-08-12,3533,25.36
20303,2,17.64,988,14,2023-06-03,4938,14.77
20304,5,99.51,980,26,2024-04-15,1419,42.6
20305,7,123.7,522,13,2023-04-04,4043,17.28
20306,8,68.91,924,13,2024-01-03,4016,11.55
20307,9,76.86,732,15,2024-05-31,691,7.33
20308,8,113.19,364,21,2024-10-24,1363,11.61
20309,3,54.64,571,22,2023-10-04,2238,37.32
20310,4,92.15,783,3,2024-09-12,3410,39.67
20311,1,41.18,389,15,2024-10-17,2212,28.87
20312,5,331.76,500,13,2023-03-08,248,49.46
20313,3,81.87,991,6,2023-08-15,5009,49.37
20314,5,120.98,336,10,2023-08-12,66,19.39
20315,4,89.52,841,20,2024-09-11,4190,20.73
20316,3,30.65,775,13,2023-04-01,3079,21.15
20317,7,206.58,494,19,2023-12-13,2418,20.26
20318,3,21.35,4,26,2024-05-27,2158,15.11
20319,9,313.14,780,9,2024-11-14,3686,41.0
20320,5,205.28,470,18,2024-08-17,696,33.41
20321,2,87.02,464,24,2024-09-22,840,42.56
20322,7,277.89,766,19,2023-08-08,3925,33.56
20323,7,209.21,372,10,2024-03-28,1139,32.83
20324,1,51.78,811,20,2024-11-08,4832,39.79
20325,1,6.13,771,18,2024-01-09,3050,4.99
20326,7,134.83,681,24,2023-06-05,2011,15.38
20327,6,47.35,221,21,2023-07-15,3745,19.79
20328,5,146.54,980,22,2024-04-15,1419,32.5
20329,6,38.36,720,11,2024-05-11,3648,5.44
20330,6,47.8,615,15,2023-11-17,1002,7.77
20331,9,29.9,163,4,2024-07-18,2546,19.55
20332,7,79.63,333,2,2023-10-28,460,16.9
20333,7,148.19,82,19,2024-06-23,1164,23.57
20334,2,49.82,819,20,2024-05-04,3467,25.35
20335,4,24.75,897,4,2024-07-02,1365,15.93
20336,8,193.92,272,19,2023-05-15,3243,19.28
20337,6,282.84,42,22,2024-04-26,1436,43.11
20338,1,52.23,864,13,2023-12-06,4393,46.42
20339,3,4.36,464,26,2024-09-22,840,2.23
20340,2,36.27,692,24,2024-02-26,2602,31.49
20341,7,148.07,220,5,2023-10-09,1534,22.19
20342,4,54.38,399,18,2023-12-06,4429,16.95
20343,6,26.31,45,21,2024-01-18,3170,11.36
20344,7,144.23,424,12,2024-01-23,4040,14.79
20345,1,45.24,602,4,2024-10-16,2451,39.57
20346,8,352.87,51,18,2023-10-06,669,45.18
20347,2,33.63,962,16,2023-05-04,3506,21.6
20348,7,90.96,768,2,2023-02-23,4419,20.41
20349,8,46.48,271,23,2024-12-29,2427,35.08
20350,2,73.38,809,6,2023-04-10,343,31.23
20351,6,180.55,172,18,2024-08-21,2262,37.14
20352,3,178.8,249,21,2023-01-15,1070,40.34
20353,8,36.36,527,12,2023-05-19,781,13.26
20354,1,24.68,529,1,2024-08-13,1529,19.17
20355,9,157.35,71,5,2024-10-25,4145,32.71
20356,1,3.42,212,11,2024-06-04,4524,2.83
20357,2,121.93,209,16,2024-01-07,141,44.29
20358,1,39.48,814,1,2024-07-12,4004,28.42
20359,8,153.42,694,18,2023-05-04,1208,23.74
20360,5,157.61,55,4,2024-12-21,7,38.15
20361,3,128.83,969,20,2024-08-12,161,29.22
20362,2,130.69,152,12,2024-03-08,3883,48.67
20363,7,175.69,432,21,2023-04-27,4310,27.32
20364,8,37.35,769,7,2024-09-09,97,3.51
20365,4,218.5,495,24,2024-11-25,4661,42.22
20366,8,148.04,911,2,2023-11-27,3540,49.33
20367,6,169.03,573,26,2023-12-23,4776,38.39
20368,9,344.04,340,10,2023-02-20,719,49.19
20369,1,5.14,609,21,2023-12-08,714,3.76
20370,5,117.55,490,19,2024-04-10,1255,29.96
20371,3,155.95,459,16,2023-10-27,1623,44.26
20372,6,152.38,383,7,2024-08-23,3241,37.11
20373,6,44.42,812,2,2024-12-10,1687,15.26
20374,5,59.31,306,18,2024-09-15,4159,15.25
20375,2,12.18,915,21,2024-03-11,874,6.26
20376,2,10.15,473,14,2023-02-21,1489,8.42
20377,5,336.48,801,17,2023-04-26,3438,48.83
20378,9,434.44,587,26,2024-08-04,3208,46.21
20379,3,20.26,217,2,2023-11-19,4647,7.29
20380,6,44.27,923,16,2023-01-03,4883,17.48
20381,3,48.01,959,11,2024-06-10,630,16.52
20382,6,326.53,122,26,2024-10-31,4075,48.36
20383,4,71.72,583,2,2023-06-06,117,43.73
20384,7,77.75,501,18,2024-06-06,745,38.73
20385,6,200.95,307,2,2024-11-26,4672,37.05
20386,2,76.77,271,5,2024-12-29,2427,46.51
20387,7,45.51,561,14,2023-05-14,4735,28.46
20388,2,70.41,60,11,2023-02-03,2044,45.44
20389,4,103.5,274,15,2023-10-26,4861,23.62
20390,4,92.54,315,17,2024-01-07,541,49.35
20391,5,37.06,15,26,2023-07-16,2762,15.45
20392,6,43.31,549,5,2023-08-02,154,5.45
20393,1,36.68,927,4,2024-11-25,3854,25.22
20394,3,28.93,725,2,2024-04-09,3931,23.5
20395,8,482.97,864,16,2023-12-06,4393,45.26
20396,8,35.74,637,12,2024-09-03,4783,10.38
